Total;13.770.793;13.991.127;14.206.429;14.414.046;14.613.776;14.809.841;15.001.623;15.185.799;15.365.623;15.543.565;15.715.924;15.882.092;16.041.612;16.198.348;16.356.738;16.516.863;16.682.228;16.855.484;17.030.393;17.204.567;17.380.597;17.559.507;17.749.360;17.954.875;18.190.964;18.460.529;18.754.494;19.040.037;19.235.540;19.391.613;19.581.575;19.756.365;19.904.328;20.036.669;20.150.948;20.252.145;20.342.246;20.421.403;20.489.812;20.546.653;20.590.711;20.621.533;20.639.005;20.643.490;20.635.825;20.617.132;20.588.655;20.551.753;20.508.117;20.459.180;20.405.521;20.347.272;20.284.551;20.217.414;20.145.968;20.070.235;19.990.194;19.905.775;19.816.858;19.723.225;19.624.629;19.520.801;19.411.448;19.296.388;19.175.470;19.048.653;18.916.047;18.777.806;18.634.210;18.485.577;18.332.247;18.174.541;18.012.787;17.847.299;17.678.364;17.506.235;17.331.111;17.153.173;16.972.558
9;132.999;130.517;130.632;132.986;137.643;144.154;150.535;153.695;152.544;149.671;147.055;144.866;141.483;138.546;136.303;133.441;130.286;128.236;126.665;123.592;120.786;118.380;117.687;118.469;120.980;125.407;129.427;131.595;131.483;130.604;130.282;133.328;134.775;130.276;123.977;121.384;118.749;111.664;102.963;100.559;99.035;89.806;81.194;75.849;72.701;70.593;68.592;66.701;64.925;63.268;61.737;60.353;59.200;58.356;57.801;57.428;57.126;56.881;56.686;56541;56444;56393;56373;56369;56358;56309;56180;55929;55508;54887;54052;52999;51742;50331;48823;47274;45728;44230;42816
10;135.067;132.998;130.520;130.634;132.983;137.647;144.172;150.551;153.705;152.560;149.691;147.069;144.875;141.494;138.554;136.305;133.446;130.298;128.255;126.693;123.637;120.854;118.479;117.886;118.955;121.823;126.520;130.588;132.364;132.311;131.804;131.299;134.224;135.692;131.120;124.751;122.088;119.378;112.230;103.481;101.025;99.444;90.158;81.487;76.088;72.889;70.739;68.706;66.796;65.013;63.352;61.817;60.429;59.273;58.426;57.869;57.494;57.189;56.942;56745;56598;56499;56447;56426;56421;56410;56360;56230;55980;55559;54938;54103;53050;51793;50382;48874;47325;45779;44282
11;133.448;135.063;132.991;130.523;130.637;132.986;137.662;144.184;150.556;153.715;152.573;149.707;147.082;144.885;141.505;138.559;136.309;133.455;130.318;128.281;126.735;123.710;120.954;118.671;118.354;119.769;122.899;127.646;131.335;133.165;133.475;132.790;132.169;135.113;136.509;131.868;125.432;122.697;119.925;112.730;103.932;101.421;99.783;90.440;81.716;76.268;73.028;70.847;68.796;66.878;65.091;63.426;61.889;60.497;59.338;58.488;57.930;57.553;57.246;56997;56798;56649;56550;56497;56475;56469;56457;56407;56277;56027;55606;54986;54151;53098;51841;50430;48922;47373;45827
12;128.157;133.430;135.046;132.986;130.527;130.641;133.000;137.674;144.188;150.564;153.722;152.576;149.710;147.088;144.891;141.507;138.554;136.307;133.465;130.339;128.321;126.793;123.794;121.131;119.119;119.139;120.808;123.989;128.370;132.111;134.291;134.430;133.635;133.031;135.904;137.233;132.527;126.020;123.224;120.406;113.163;104.312;101.746;100.053;90.658;81.888;76.400;73.130;70.931;68.872;66.950;65.160;63.493;61.952;60.558;59.397;58.544;57.984;57.605;57296;57045;56845;56695;56595;56541;56518;56512;56500;56450;56320;56070;55649;55029;54194;53142;51885;50474;48966;47417
13;122.780;128.148;133.418;135.027;132.972;130.527;130.652;133.009;137.676;144.186;150.560;153.714;152.572;149.710;147.087;144.893;141.503;138.554;136.317;133.473;130.365;128.377;126.880;123.972;121.571;119.889;120.156;121.870;124.695;129.127;133.205;135.215;135.241;134.464;133.798;136.605;137.869;133.094;126.529;123.689;120.823;113.528;104.624;102.004;100.260;90.820;82.012;76.495;73.207;71.001;68.939;67.014;65.222;63.551;62.008;60.612;59.448;58.593;58.031;57650;57340;57088;56887;56737;56636;56581;56557;56551;56539;56489;56359;56109;55689;55069;54234;53182;51925;50514;49006
14;119.910;122.765;128.129;133.402;134.999;132.952;130.524;130.645;133.002;137.670;144.171;150.541;153.695;152.553;149.692;147.074;144.879;141.484;138.547;136.323;133.497;130.416;128.457;127.045;124.390;122.308;120.867;121.172;122.535;125.410;130.167;134.077;135.980;136.026;135.186;134.457;137.203;138.401;133.570;126.964;124.078;121.162;113.816;104.862;102.193;100.404;90.928;82.093;76.561;73.266;71.057;68.993;67.065;65.270;63.597;62.051;60.653;59.487;58.631;58068;57685;57373;57121;56919;56767;56666;56611;56587;56581;56569;56519;56389;56139;55719;55100;54265;53213;51956;50545
15;120.693;119.882;122.735;128.082;133.344;134.963;132.932;130.500;130.624;132.987;137.639;144.137;150.507;153.662;152.518;149.649;147.034;144.843;141.461;138.531;136.327;133.526;130.472;128.608;127.449;125.106;123.257;121.853;121.819;123.234;126.431;131.013;134.802;136.729;136.718;135.817;135.029;137.710;138.853;133.982;127.332;124.396;121.429;114.034;105.033;102.321;100.495;90.993;82.144;76.606;73.308;71.096;69.030;67.100;65.302;63.627;62.080;60.680;59.512;58655;58090;57707;57394;57140;56938;56786;56684;56629;56605;56599;56587;56538;56408;56158;55738;55119;54284;53232;51976
16;123.906;120.636;119.825;122.671;128.017;133.300;134.926;132.893;130.465;130.587;132.943;137.600;144.104;150.466;153.609;152.461;149.588;146.982;144.801;141.431;138.529;136.357;133.589;130.635;129.069;128.257;126.152;124.324;122.539;122.557;124.301;127.310;131.769;135.576;137.448;137.374;136.413;135.560;138.184;139.282;134.363;127.661;124.671;121.650;114.205;105.159;102.409;100.553;91.036;82.182;76.641;73.341;71.126;69.058;67.125;65.326;63.648;62.099;60.698;59529;58670;58105;57721;57406;57152;56949;56797;56696;56640;56616;56610;56598;56550;56420;56170;55750;55131;54297;53245
17;127.706;123.821;120.548;119.746;122.591;127.946;133.256;134.880;132.850;130.422;130.545;132.902;137.556;144.054;150.414;153.565;152.415;149.544;146.963;144.810;141.479;138.636;136.534;133.896;131.310;130.183;129.646;127.538;125.189;123.416;123.815;125.327;128.198;132.688;136.433;138.237;138.098;137.068;136.154;138.722;139.758;134.775;128.008;124.951;121.867;114.366;105.274;102.488;100.610;91.087;82.232;76.689;73.385;71.168;69.097;67.162;65.361;63.681;62.130;60728;59557;58697;58131;57745;57429;57175;56972;56820;56719;56663;56639;56633;56622;56574;56444;56194;55774;55156;54322
18;131.038;127.576;123.680;120.420;119.648;122.525;127.899;133.209;134.833;132.793;130.379;130.525;132.871;137.517;144.021;150.381;153.535;152.392;149.536;146.984;144.904;141.652;138.893;136.984;134.829;132.783;131.973;131.379;128.590;126.234;124.923;125.043;126.372;129.286;133.708;137.378;139.109;138.897;137.797;136.816;139.310;140.266;135.202;128.356;125.222;122.069;114.511;105.378;102.567;100.679;91.154;82.297;76.751;73.445;71.224;69.150;67.213;65.410;63.728;62174;60770;59598;58737;58170;57783;57466;57212;57009;56856;56755;56700;56676;56670;56659;56611;56482;56232;55812;55195
19;131.070;130.878;127.433;123.551;120.292;119.552;122.460;127.841;133.148;134.776;132.749;130.348;130.483;132.808;137.471;143.993;150.337;153.495;152.401;149.590;147.114;145.135;141.991;139.449;138.116;136.613;134.917;134.001;132.581;129.756;127.930;126.289;126.195;127.577;130.421;134.765;138.357;140.011;139.724;138.548;137.483;139.885;140.746;135.591;128.658;125.445;122.225;114.619;105.460;102.638;100.745;91.219;82.360;76.812;73.503;71.279;69.202;67.262;65.456;63772;62217;60811;59638;58776;58208;57820;57503;57249;57045;56893;56792;56738;56714;56708;56697;56650;56521;56271;55852
20;127.998;130.839;130.659;127.245;123.375;120.141;119.443;122.365;127.744;133.047;134.682;132.677;130.279;130.413;132.754;137.429;143.933;150.279;153.493;152.442;149.707;147.338;145.503;142.612;140.682;140.036;138.898;137.077;135.276;133.805;131.512;129.326;127.459;127.428;128.739;131.505;135.770;139.284;140.861;140.493;139.228;138.066;140.366;141.126;135.879;128.865;125.581;122.309;114.675;105.508;102.681;100.784;91.257;82.398;76.848;73.536;71.310;69.230;67.288;65480;63794;62237;60830;59656;58793;58224;57836;57519;57265;57062;56910;56810;56756;56732;56726;56716;56669;56541;56291
21;124.747;127.745;130.597;130.431;127.025;123.183;119.996;119.324;122.246;127.618;132.927;134.569;132.575;130.185;130.318;132.674;137.351;143.852;150.247;153.537;152.586;149.980;147.766;146.215;143.984;142.770;142.489;141.190;138.418;136.532;135.604;132.946;130.523;128.708;128.604;129.841;132.531;136.720;140.156;141.646;141.183;139.817;138.551;140.743;141.402;136.068;128.982;125.643;122.340;114.697;105.529;102.698;100.796;91.270;82.410;76.859;73.545;71.316;69.234;67289;65479;63792;62235;60827;59652;58788;58219;57831;57515;57262;57059;56907;56807;56754;56731;56725;56715;56669;56541
22;122.846;124.481;127.481;130.332;130.163;126.793;123.010;119.850;119.185;122.106;127.482;132.796;134.447;132.479;130.097;130.232;132.582;137.275;143.836;150.279;153.687;152.889;150.443;148.542;147.729;146.258;145.387;144.906;142.576;139.699;138.367;137.034;134.114;131.761;129.890;129.716;130.881;133.502;137.613;140.957;142.347;141.777;140.301;138.926;141.011;141.576;136.166;129.024;125.653;122.337;114.693;105.525;102.690;100.784;91.258;82.399;76.847;73.531;71.300;69216;67269;65458;63770;62212;60804;59628;58764;58195;57807;57492;57240;57038;56886;56786;56733;56711;56706;56696;56650
23;123.018;122.571;124.218;127.198;130.038;129.903;126.591;122.834;119.689;119.034;121.961;127.345;132.651;134.309;132.370;130.008;130.146;132.513;137.257;143.883;150.445;154.012;153.402;151.287;150.161;150.157;149.050;147.935;146.354;143.884;141.554;139.794;138.192;135.354;132.944;131.009;130.768;131.869;134.415;138.430;141.669;142.947;142.263;140.674;139.191;141.177;141.659;136.191;129.018;125.634;122.314;114.669;105.502;102.663;100.754;91.229;82.371;76.818;73.501;71268;69183;67235;65423;63734;62175;60768;59592;58728;58159;57772;57457;57205;57004;56853;56753;56701;56679;56674;56665
24;124.531;122.736;122.300;123.968;126.939;129.790;129.684;126.399;122.662;119.537;118.897;121.840;127.241;132.551;134.214;132.281;129.921;130.086;132.521;137.332;144.089;150.826;154.590;154.314;152.996;152.711;153.057;151.671;149.393;147.652;145.750;142.989;140.957;139.430;136.535;134.066;132.068;131.769;132.800;135.249;139.156;142.279;143.439;142.639;140.941;139.359;141.259;141.678;136.177;128.994;125.606;122.282;114.637;105.470;102.628;100.716;91.194;82.337;76.784;73465;71230;69144;67195;65383;63694;62135;60728;59553;58689;58121;57735;57421;57169;56968;56818;56719;56667;56645;56641
25;125.430;124.276;122.483;122.066;123.733;126.703;129.574;129.493;126.225;122.502;119.393;118.763;121.725;127.136;132.458;134.127;132.198;129.881;130.119;132.623;137.569;144.510;151.454;155.562;156.114;155.649;155.698;155.746;153.172;150.729;149.548;147.195;144.158;142.208;140.627;137.676;135.147;133.097;132.730;133.663;136.003;139.792;142.793;143.834;142.922;141.123;139.457;141.292;141.672;136.161;128.977;125.585;122.258;114.612;105.446;102.602;100.686;91.167;82.312;76759;73440;71204;69117;67168;65355;63667;62108;60701;59527;58665;58097;57711;57398;57147;56947;56797;56698;56647;56626
26;125.629;125.163;124.010;122.246;121.837;123.515;126.508;129.386;129.319;126.062;122.358;119.288;118.667;121.630;127.061;132.406;134.087;132.186;129.934;130.255;132.902;138.020;145.172;152.465;157.416;158.834;158.685;158.415;157.253;154.471;152.589;150.997;148.383;145.424;143.418;141.783;138.775;136.197;134.082;133.619;134.444;136.666;140.332;143.212;144.138;143.125;141.242;139.513;141.309;141.673;136.159;128.974;125.579;122.249;114.604;105.439;102.593;100.675;91.158;82305;76754;73434;71197;69110;67162;65349;63660;62103;60697;59525;58663;58096;57711;57399;57148;56948;56799;56701;56650
27;125.515;125.379;124.905;123.763;122.013;121.636;123.340;126.328;129.217;129.177;125.948;122.274;119.216;118.606;121.582;127.022;132.371;134.077;132.256;130.090;130.533;133.358;138.688;146.187;154.301;160.117;161.879;161.406;159.916;158.541;156.317;154.022;152.168;149.639;146.631;144.573;142.882;139.828;137.189;134.981;134.412;135.122;137.225;140.770;143.536;144.362;143.265;141.319;139.554;141.334;141.692;136.176;128.991;125.593;122.260;114.616;105.454;102.606;100.686;91172;82322;76772;73452;71215;69129;67180;65367;63680;62124;60720;59548;58688;58122;57737;57425;57176;56976;56827;56730
28;125.020;125.300;125.154;124.668;123.546;121.826;121.464;123.169;126.162;129.073;129.061;125.854;122.197;119.163;118.561;121.532;126.987;132.372;134.137;132.403;130.382;130.999;134.022;139.686;147.977;156.916;163.051;164.520;162.874;161.150;160.313;157.723;155.174;153.393;150.823;147.766;145.655;143.919;140.807;138.077;135.770;135.092;135.688;137.676;141.110;143.777;144.521;143.364;141.384;139.606;141.379;141.731;136.214;129.029;125.629;122.295;114.652;105.493;102.644;100722;91211;82365;76817;73498;71261;69175;67227;65415;63729;62174;60771;59601;58741;58176;57792;57481;57232;57033;56885
29;123.498;124.803;125.073;124.934;124.458;123.348;121.651;121.305;123.014;126.028;128.948;128.942;125.776;122.157;119.134;118.540;121.521;126.999;132.450;134.286;132.673;130.825;131.645;134.987;141.410;150.481;159.724;165.574;165.913;164.053;162.844;161.672;158.857;156.372;154.547;151.929;148.823;146.669;144.876;141.679;138.856;136.447;135.662;136.149;138.033;141.372;143.960;144.645;143.455;141.464;139.682;141.449;141.795;136.278;129.094;125.693;122.358;114.717;105.562;102712;100788;91282;82440;76894;73577;71341;69256;67308;65497;63813;62260;60858;59688;58830;58266;57882;57572;57324;57125
30;121.267;123.291;124.575;124.857;124.717;124.256;123.185;121.499;121.160;122.881;125.895;128.834;128.859;125.716;122.123;119.119;118.534;121.542;127.086;132.590;134.530;133.085;131.433;132.573;136.632;143.780;153.154;162.129;166.889;167.005;165.644;164.128;162.760;160.023;157.492;155.621;152.956;149.810;147.602;145.729;142.444;139.526;137.017;136.132;136.523;138.318;141.582;144.113;144.766;143.565;141.569;139.785;141.546;141.888;136.371;129.189;125.788;122.453;114.815;105663;102813;100889;91388;82550;77007;73691;71456;69373;67427;65617;63935;62383;60982;59814;58956;58393;58010;57700;57453
31;118.905;121.059;123.091;124.373;124.643;124.519;124.092;123.035;121.360;121.026;122.769;125.813;128.768;128.802;125.664;122.098;119.115;118.567;121.648;127.249;132.848;134.931;133.676;132.316;134.111;138.855;146.287;155.426;163.373;167.895;168.485;166.886;165.201;163.878;161.098;158.524;156.607;153.903;150.706;148.425;146.469;143.096;140.085;137.485;136.510;136.820;138.546;141.756;144.255;144.896;143.691;141.694;139.907;141.663;142.002;136.486;129.306;125.905;122.570;114936;105789;102940;101016;91520;82687;77147;73833;71600;69518;67573;65765;64084;62534;61135;59967;59111;58549;58166;57857
32;115.885;118.715;120.875;122.909;124.196;124.462;124.353;123.945;122.899;121.238;120.923;122.690;125.739;128.711;128.769;125.650;122.101;119.149;118.659;121.791;127.503;133.235;135.479;134.499;133.747;136.184;141.187;148.392;156.573;164.290;169.262;169.641;167.884;166.246;164.885;162.064;159.447;157.493;154.741;151.477;149.120;147.082;143.624;140.528;137.847;136.799;137.046;138.723;141.902;144.389;145.026;143.819;141.820;140.031;141.783;142.120;136.605;129.429;126.029;122695;115065;105923;103075;101153;91662;82834;77298;73987;71755;69675;67731;65925;64246;62698;61299;60133;59277;58716;58335
33;112.092;115.728;118.539;120.689;122.746;124.037;124.306;124.211;123.808;122.778;121.149;120.862;122.626;125.667;128.667;128.759;125.631;122.120;119.248;118.810;122.019;127.844;133.734;136.211;135.790;135.640;138.326;143.136;149.463;157.435;165.562;170.322;170.548;168.842;167.171;165.771;162.911;160.260;158.261;155.447;152.114;149.682;147.564;144.029;140.860;138.113;137.008;137.210;138.861;142.028;144.510;145.143;143.934;141.934;140.144;141.893;142.228;136.716;129.544;126145;122813;115188;106051;103205;101284;91799;82977;77445;74136;71906;69828;67886;66082;64405;62858;61461;60295;59441;58881
34;107.397;111.942;115.566;118.367;120.521;122.582;123.884;124.166;124.090;123.697;122.695;121.084;120.794;122.582;125.632;128.629;128.737;125.641;122.184;119.374;119.017;122.339;128.276;134.367;137.379;137.516;137.603;140.114;144.117;150.246;158.581;166.527;171.151;171.409;169.678;167.972;166.533;163.642;160.952;158.896;156.019;152.617;150.113;147.923;144.321;141.091;138.294;137.150;137.330;138.970;142.132;144.608;145.239;144.029;142.029;140.239;141.985;142.319;136.810;129643;126246;122916;115295;106165;103322;101402;91924;83108;77579;74274;72046;69970;68030;66227;64552;63006;61610;60446;59592
35;102.150;107.227;111.786;115.421;118.206;120.368;122.441;123.748;124.055;123.992;123.605;122.610;121.013;120.727;122.532;125.595;128.585;128.721;125.683;122.292;119.575;119.313;122.735;128.871;135.437;138.942;139.297;139.243;141.012;144.821;151.316;159.478;167.289;171.956;172.176;170.411;168.669;167.198;164.269;161.527;159.412;156.471;153.004;150.433;148.181;144.523;141.246;138.415;137.252;137.424;139.060;142.216;144.688;145.317;144.106;142.106;140.317;142.061;142.395;136889;129726;126333;123005;115390;106267;103425;101508;92036;83227;77703;74400;72175;70101;68163;66361;64688;63144;61749;60586
36;97.785;102.014;107.075;111.635;115.284;118.071;120.230;122.305;123.625;123.941;123.882;123.506;122.525;120.955;120.694;122.484;125.542;128.549;128.722;125.732;122.418;119.809;119.659;123.246;129.816;136.866;140.577;140.796;140.042;141.661;145.820;152.136;160.183;168.024;172.647;172.833;171.035;169.263;167.756;164.781;161.985;159.811;156.809;153.283;150.654;148.350;144.651;141.343;138.495;137.327;137.496;139.129;142.281;144.750;145.376;144.166;142.167;140.378;142.121;142454;136953;129796;126405;123080;115471;106356;103517;101602;92138;83335;77816;74516;72294;70222;68285;66485;64814;63271;61878
37;94.265;97.642;101.857;106.915;111.479;115.131;117.928;120.092;122.174;123.500;123.815;123.779;123.422;122.439;120.885;120.635;122.419;125.505;128.556;128.755;125.832;122.599;120.092;120.130;124.102;131.089;138.338;141.921;141.518;140.625;142.565;146.583;152.786;160.856;168.653;173.236;173.387;171.560;169.754;168.204;165.180;162.330;160.101;157.045;153.467;150.792;148.448;144.722;141.401;138.550;137.381;137.549;139.179;142.327;144.792;145.417;144.208;142.211;140.424;142165;142499;137003;129852;126465;123143;115541;106433;103597;101684;92228;83433;77918;74621;72401;70332;68397;66599;64929;63388
38;92.191;94.124;97.497;101.696;106.744;111.319;114.994;117.795;119.954;122.032;123.364;123.696;123.671;123.327;122.352;120.808;120.560;122.351;125.475;128.555;128.800;125.951;122.833;120.497;120.873;125.240;132.418;139.540;142.548;142.018;141.418;143.248;147.168;153.380;161.414;169.168;173.713;173.835;171.977;170.132;168.538;165.467;162.568;160.289;157.187;153.569;150.859;148.491;144.754;141.431;138.582;137.414;137.580;139.208;142.352;144.816;145.440;144.232;142.237;140452;142193;142527;137037;129893;126510;123192;115597;106497;103665;101755;92307;83520;78010;74716;72498;70431;68499;66703;65034
39;89.059;92.074;93.986;97.341;101.545;106.599;111.183;114.857;117.639;119.770;121.869;123.231;123.564;123.552;123.214;122.242;120.716;120.497;122.303;125.445;128.571;128.887;126.125;123.158;121.158;121.880;126.427;133.528;140.108;142.974;142.725;142.023;143.752;147.694;153.881;161.873;169.585;174.094;174.186;172.293;170.409;168.771;165.657;162.714;160.392;157.254;153.606;150.875;148.496;144.760;141.440;138.593;137.426;137.592;139.218;142.360;144.821;145.446;144.239;142247;140465;142206;142541;137056;129920;126541;123227;115640;106550;103721;101814;92375;83596;78091;74801;72585;70520;68591;66797
40;83.964;88.926;91.933;93.819;97.154;101.374;106.441;111.017;114.690;117.477;119.588;121.700;123.084;123.420;123.411;123.104;122.139;120.606;120.436;122.267;125.451;128.644;129.016;126.379;123.736;122.060;122.927;127.408;134.033;140.462;143.568;143.248;142.488;144.233;148.131;154.280;162.232;169.906;174.381;174.440;172.513;170.590;168.911;165.758;162.779;160.424;157.260;153.594;150.854;148.476;144.744;141.427;138.584;137.419;137.586;139.210;142.349;144.809;145.434;144229;142240;140462;142202;142538;137060;129932;126558;123249;115670;106589;103764;101860;92430;83659;78159;74873;72660;70597;68670
41;80.173;83.812;88.760;91.763;93.647;96.975;101.191;106.254;110.839;114.505;117.286;119.406;121.502;122.895;123.260;123.252;122.956;122.014;120.519;120.387;122.257;125.482;128.724;129.200;126.837;124.536;123.034;123.804;127.832;134.336;140.970;143.988;143.615;142.888;144.607;148.474;154.588;162.502;170.139;174.578;174.602;172.641;170.682;168.967;165.782;162.774;160.395;157.216;153.544;150.806;148.431;144.704;141.393;138.554;137.391;137.558;139.182;142.318;144.777;145402;144200;142215;140440;142181;142518;137048;129928;126559;123255;115684;106613;103792;101891;92471;83708;78214;74932;72722;70661
42;78.272;80.008;83.637;88.567;91.573;93.453;96.783;101.003;106.064;110.647;114.309;117.095;119.198;121.300;122.718;123.079;123.070;122.779;121.851;120.406;120.350;122.246;125.510;128.870;129.595;127.507;125.372;123.830;124.171;128.068;134.788;141.363;144.292;143.920;143.192;144.886;148.724;154.806;162.685;170.284;174.684;174.676;172.683;170.694;168.949;165.739;162.711;160.319;157.135;153.467;150.733;148.363;144.643;141.337;138.503;137.343;137.511;139.133;142.268;144725;145352;144153;142172;140401;142142;142481;137018;129908;126545;123245;115684;106623;103806;101909;92499;83745;78256;74977;72770
43;76.601;78.088;79.831;83.439;88.343;91.351;93.249;96.582;100.792;105.851;110.445;114.102;116.885;118.994;121.086;122.504;122.886;122.893;122.605;121.700;120.304;120.303;122.274;125.622;129.182;130.160;128.213;126.033;124.124;124.362;128.450;135.094;141.597;144.547;144.158;143.412;145.085;148.897;154.949;162.791;170.349;174.713;174.674;172.654;170.639;168.871;165.645;162.607;160.211;157.032;153.371;150.642;148.277;144.563;141.264;138.435;137.277;137.447;139.069;142202;144659;145287;144091;142115;140348;142089;142431;136976;129875;126518;123223;115671;106621;103809;101914;92515;83770;78288;75013
